review,rating,date,bank,source,sentiment_label,sentiment_score,numerical_sentiment,identified_themes
"I was using this app for the last two years with no problems. It stopped working about 3 months ago. when I tried to transfer funds it gives me error ""can't do this transaction. inactive account.""",4,2025-05-27,Commercial Bank of Ethiopia Mobile,Google Play Store,negative,0.9996353387832642,-1,App Stability; Transactions
i like everything of this app,5,2025-05-27,Commercial Bank of Ethiopia Mobile,Google Play Store,positive,0.9996908903121948,1,General Positive
good,5,2025-05-27,Commercial Bank of Ethiopia Mobile,Google Play Store,positive,0.999816119670868,1,General Positive
🤬🤬🤬🤬 network 🛜,1,2025-05-26,Commercial Bank of Ethiopia Mobile,Google Play Store,negative,0.68561190366745,-1,Network/Connectivity
Best,5,2025-05-26,Commercial Bank of Ethiopia Mobile,Google Play Store,positive,0.9997941851615906,1,General Positive
CBE is the best financial application and and very dimple to use. I would like to say thank you so much for the developer of application. I really appreciate this app.,5,2025-05-26,Commercial Bank of Ethiopia Mobile,Google Play Store,positive,0.9982792139053344,1,Developer Options
nice,5,2025-05-26,Commercial Bank of Ethiopia Mobile,Google Play Store,positive,0.9998552799224854,1,General Positive
good job,5,2025-05-26,Commercial Bank of Ethiopia Mobile,Google Play Store,positive,0.999835729598999,1,General Positive
Good,5,2025-05-25,Commercial Bank of Ethiopia Mobile,Google Play Store,positive,0.999816119670868,1,General Positive
it's awesome!!,5,2025-05-25,Commercial Bank of Ethiopia Mobile,Google Play Store,positive,0.999871015548706,1,Other/Uncategorized
best,5,2025-05-25,Commercial Bank of Ethiopia Mobile,Google Play Store,positive,0.9997941851615906,1,General Positive
thankyou every one,5,2025-05-25,Commercial Bank of Ethiopia Mobile,Google Play Store,positive,0.99984610080719,1,Other/Uncategorized
best app,5,2025-05-25,Commercial Bank of Ethiopia Mobile,Google Play Store,positive,0.999686598777771,1,General Positive
Ronaldo 🇵🇹 🥇,5,2025-05-25,Commercial Bank of Ethiopia Mobile,Google Play Store,positive,0.994828760623932,1,Other/Uncategorized
"this app is absolutely fantastic I love it and I enjoying to it ,let us support this foundation together .",5,2025-05-25,Commercial Bank of Ethiopia Mobile,Google Play Store,positive,0.9998852014541626,1,Customer Service
"The CBE app has been highly unreliable in recent weeks. It frequently fails to work properly on both Ethio Telecom and Safaricom networks, whether using Wi-Fi or mobile data. This week, the system was down entirely for extended periods, making it very difficult to access banking services. The app only functions intermittently, and the lack of consistency is frustrating. I hope the issues are addressed soon, and that any non-technical influences are removed from such essential services.",2,2025-05-25,Commercial Bank of Ethiopia Mobile,Google Play Store,negative,0.9997394680976868,-1,App Stability; Customer Service; Features; Ease of Use; Network/Connectivity
mortuary app,5,2025-05-25,Commercial Bank of Ethiopia Mobile,Google Play Store,negative,0.7924911379814148,-1,Other/Uncategorized
it is smart app but it has stoped after some period of time on my device with out any reason .,5,2025-05-25,Commercial Bank of Ethiopia Mobile,Google Play Store,negative,0.9961044788360596,-1,Other/Uncategorized
amazing app I am used this app for one year,4,2025-05-24,Commercial Bank of Ethiopia Mobile,Google Play Store,positive,0.9991408586502076,1,General Positive
👍,5,2025-05-24,Commercial Bank of Ethiopia Mobile,Google Play Store,negative,0.6970559358596802,-1,Other/Uncategorized
good app,5,2025-05-24,Commercial Bank of Ethiopia Mobile,Google Play Store,positive,0.9998493194580078,1,General Positive
i love it 😍😘,5,2025-05-24,Commercial Bank of Ethiopia Mobile,Google Play Store,positive,0.9998791217803956,1,General Positive
It makes life easy!👌,5,2025-05-24,Commercial Bank of Ethiopia Mobile,Google Play Store,positive,0.9993600249290466,1,Ease of Use
its not fast,1,2025-05-24,Commercial Bank of Ethiopia Mobile,Google Play Store,negative,0.9949808716773988,-1,Performance
wow,4,2025-05-24,Commercial Bank of Ethiopia Mobile,Google Play Store,positive,0.999592125415802,1,Other/Uncategorized
it is sooo good,5,2025-05-24,Commercial Bank of Ethiopia Mobile,Google Play Store,positive,0.9998735189437866,1,General Positive
excellent,5,2025-05-24,Commercial Bank of Ethiopia Mobile,Google Play Store,positive,0.9998434782028198,1,General Positive
ok,1,2025-05-24,Commercial Bank of Ethiopia Mobile,Google Play Store,positive,0.9997851252555848,1,Other/Uncategorized
Fantastic,5,2025-05-23,Commercial Bank of Ethiopia Mobile,Google Play Store,positive,0.9998743534088136,1,Other/Uncategorized
accessible to using,5,2025-05-23,Commercial Bank of Ethiopia Mobile,Google Play Store,positive,0.999116837978363,1,Other/Uncategorized
I like it,4,2025-05-23,Commercial Bank of Ethiopia Mobile,Google Play Store,positive,0.99985933303833,1,General Positive
good,5,2025-05-23,Commercial Bank of Ethiopia Mobile,Google Play Store,positive,0.999816119670868,1,General Positive
why you change default network?,5,2025-05-23,Commercial Bank of Ethiopia Mobile,Google Play Store,negative,0.9962357878684998,-1,Network/Connectivity
very nice 👍,5,2025-05-23,Commercial Bank of Ethiopia Mobile,Google Play Store,positive,0.999857783317566,1,General Positive
good,5,2025-05-23,Commercial Bank of Ethiopia Mobile,Google Play Store,positive,0.999816119670868,1,General Positive
nice fast app,5,2025-05-23,Commercial Bank of Ethiopia Mobile,Google Play Store,positive,0.999833345413208,1,Performance
good,5,2025-05-23,Commercial Bank of Ethiopia Mobile,Google Play Store,positive,0.999816119670868,1,General Positive
best,5,2025-05-23,Commercial Bank of Ethiopia Mobile,Google Play Store,positive,0.9997941851615906,1,General Positive
how to I get my money,5,2025-05-23,Commercial Bank of Ethiopia Mobile,Google Play Store,negative,0.9934091567993164,-1,Other/Uncategorized
"Very bad, can't even load they need to improve their services.",1,2025-05-22,Commercial Bank of Ethiopia Mobile,Google Play Store,negative,0.999816596508026,-1,Customer Service; Features
"Very good app, but please make it reliable . it crashes sometimes .",4,2025-05-22,Commercial Bank of Ethiopia Mobile,Google Play Store,positive,0.9649855494499208,1,App Stability
very busy I don't know why... I prefer 889,3,2025-05-22,Commercial Bank of Ethiopia Mobile,Google Play Store,negative,0.9991938471794128,-1,Other/Uncategorized
"Sometimes it has a nasty lag for several hour fix that , the rest is 👌",4,2025-05-22,Commercial Bank of Ethiopia Mobile,Google Play Store,negative,0.9966771602630616,-1,Performance
the most boring Mobil banking application in ethiopia.Please use alternative private banks mobile banking apps,1,2025-05-22,Commercial Bank of Ethiopia Mobile,Google Play Store,negative,0.9986202716827391,-1,Other/Uncategorized
hojii bonsaadha,5,2025-05-22,Commercial Bank of Ethiopia Mobile,Google Play Store,positive,0.9568662047386168,1,Other/Uncategorized
ok,5,2025-05-22,Commercial Bank of Ethiopia Mobile,Google Play Store,positive,0.9997851252555848,1,Other/Uncategorized
ok,5,2025-05-22,Commercial Bank of Ethiopia Mobile,Google Play Store,positive,0.9997851252555848,1,Other/Uncategorized
user-friendly apps.because this app is easy.,5,2025-05-22,Commercial Bank of Ethiopia Mobile,Google Play Store,positive,0.9554508328437804,1,Ease of Use
Awosome!!!,5,2025-05-22,Commercial Bank of Ethiopia Mobile,Google Play Store,positive,0.6944910883903503,1,Other/Uncategorized
"Very good app,",5,2025-05-22,Commercial Bank of Ethiopia Mobile,Google Play Store,positive,0.9998691082000732,1,General Positive
sync problem may 22 2025 but the date stack on may 8 2025 help pls,5,2025-05-22,Commercial Bank of Ethiopia Mobile,Google Play Store,negative,0.992516815662384,-1,Customer Service
ይህ መተግበሪያ በጣም ጥሩ ነው. this app is very nice,5,2025-05-22,Commercial Bank of Ethiopia Mobile,Google Play Store,positive,0.9997020363807678,1,General Positive
I hate this app 😒,1,2025-05-22,Commercial Bank of Ethiopia Mobile,Google Play Store,negative,0.9996378421783448,-1,General Negative
trustful,5,2025-05-22,Commercial Bank of Ethiopia Mobile,Google Play Store,positive,0.9998213648796082,1,Other/Uncategorized
I like,5,2025-05-22,Commercial Bank of Ethiopia Mobile,Google Play Store,positive,0.9998149275779724,1,General Positive
update issue,4,2025-05-22,Commercial Bank of Ethiopia Mobile,Google Play Store,positive,0.5473259687423706,1,Updates
its not working over safari network,1,2025-05-22,Commercial Bank of Ethiopia Mobile,Google Play Store,negative,0.9991377592086792,-1,App Stability; Network/Connectivity
oldie,1,2025-05-22,Commercial Bank of Ethiopia Mobile,Google Play Store,negative,0.66631680727005,-1,Other/Uncategorized
it doesn't work,1,2025-05-21,Commercial Bank of Ethiopia Mobile,Google Play Store,negative,0.9997813105583192,-1,App Stability
best,5,2025-05-21,Commercial Bank of Ethiopia Mobile,Google Play Store,positive,0.9997941851615906,1,General Positive
"This app is good, and we are using it well",1,2025-05-21,Commercial Bank of Ethiopia Mobile,Google Play Store,positive,0.999855637550354,1,General Positive
ok,5,2025-05-21,Commercial Bank of Ethiopia Mobile,Google Play Store,positive,0.9997851252555848,1,Other/Uncategorized
best app,5,2025-05-21,Commercial Bank of Ethiopia Mobile,Google Play Store,positive,0.999686598777771,1,General Positive
best,5,2025-05-21,Commercial Bank of Ethiopia Mobile,Google Play Store,positive,0.9997941851615906,1,General Positive
very nice 👌 app for android phone,5,2025-05-21,Commercial Bank of Ethiopia Mobile,Google Play Store,positive,0.9994401335716248,1,General Positive
good app,5,2025-05-21,Commercial Bank of Ethiopia Mobile,Google Play Store,positive,0.9998493194580078,1,General Positive
Yes Yes,5,2025-05-21,Commercial Bank of Ethiopia Mobile,Google Play Store,positive,0.9997482895851136,1,Other/Uncategorized
በጣም ከርፋፋ,1,2025-05-21,Commercial Bank of Ethiopia Mobile,Google Play Store,negative,0.7850582003593445,-1,Other/Uncategorized
easy to use helpful in my life,5,2025-05-21,Commercial Bank of Ethiopia Mobile,Google Play Store,positive,0.9981144666671752,1,Customer Service; Ease of Use
good 👍,4,2025-05-21,Commercial Bank of Ethiopia Mobile,Google Play Store,positive,0.9998576641082764,1,General Positive
the best mobile banking app,5,2025-05-21,Commercial Bank of Ethiopia Mobile,Google Play Store,positive,0.9998278617858888,1,General Positive
"this app is very useful app,it saves time,and it is secure",4,2025-05-21,Commercial Bank of Ethiopia Mobile,Google Play Store,positive,0.9992597699165344,1,Security
ok,2,2025-05-21,Commercial Bank of Ethiopia Mobile,Google Play Store,positive,0.9997851252555848,1,Other/Uncategorized
it's a good application 👍,5,2025-05-21,Commercial Bank of Ethiopia Mobile,Google Play Store,positive,0.9998123049736024,1,General Positive
the screenshot and the reffresh options are so annoying that makes transaction so delaying activity !,2,2025-05-21,Commercial Bank of Ethiopia Mobile,Google Play Store,negative,0.9997513890266418,-1,Performance; Transactions; Features
poor service,1,2025-05-21,Commercial Bank of Ethiopia Mobile,Google Play Store,negative,0.999653458595276,-1,Customer Service; Features
amazing,5,2025-05-20,Commercial Bank of Ethiopia Mobile,Google Play Store,positive,0.999875545501709,1,General Positive
it is reliable and easy to use.,5,2025-05-20,Commercial Bank of Ethiopia Mobile,Google Play Store,positive,0.9998389482498168,1,Ease of Use
the most annoying mobile banking app I've ever seen,1,2025-05-20,Commercial Bank of Ethiopia Mobile,Google Play Store,negative,0.9994208812713624,-1,Other/Uncategorized
Cbe mobile banking,5,2025-05-20,Commercial Bank of Ethiopia Mobile,Google Play Store,positive,0.8304276466369629,1,Other/Uncategorized
"i can't make Screenshout in this app, please made modification",5,2025-05-20,Commercial Bank of Ethiopia Mobile,Google Play Store,negative,0.9966920614242554,-1,Other/Uncategorized
Best app I loved it,5,2025-05-19,Commercial Bank of Ethiopia Mobile,Google Play Store,positive,0.999849796295166,1,General Positive
nice app,5,2025-05-19,Commercial Bank of Ethiopia Mobile,Google Play Store,positive,0.9998061060905457,1,General Positive
wow,5,2025-05-18,Commercial Bank of Ethiopia Mobile,Google Play Store,positive,0.999592125415802,1,Other/Uncategorized
Amazing applicatiom sometimes doesnt work!,5,2025-05-18,Commercial Bank of Ethiopia Mobile,Google Play Store,negative,0.6448816061019897,-1,General Positive
well satisfied with this beautiful app,5,2025-05-18,Commercial Bank of Ethiopia Mobile,Google Play Store,positive,0.999858856201172,1,User Interface
very good,4,2025-05-17,Commercial Bank of Ethiopia Mobile,Google Play Store,positive,0.9998520612716676,1,General Positive
best app.,5,2025-05-17,Commercial Bank of Ethiopia Mobile,Google Play Store,positive,0.999774158000946,1,General Positive
good,5,2025-05-17,Commercial Bank of Ethiopia Mobile,Google Play Store,positive,0.999816119670868,1,General Positive
"not working,why???",5,2025-05-17,Commercial Bank of Ethiopia Mobile,Google Play Store,negative,0.9995881915092468,-1,App Stability
Great impact but why Developer option turnoff if you fix 🙏 🙏 🙏,5,2025-05-17,Commercial Bank of Ethiopia Mobile,Google Play Store,negative,0.9841780066490172,-1,Features; Developer Options
excellent,5,2025-05-17,Commercial Bank of Ethiopia Mobile,Google Play Store,positive,0.9998434782028198,1,General Positive
always disappointing ! especially the iOS one !! some similar local applications are extremely superior to this application!! Really disappointing!,1,2025-05-17,Commercial Bank of Ethiopia Mobile,Google Play Store,negative,0.9996201992034912,-1,Language Support
woxe harimo ribiso,5,2025-05-17,Commercial Bank of Ethiopia Mobile,Google Play Store,negative,0.9374371767044068,-1,Other/Uncategorized
good,5,2025-05-16,Commercial Bank of Ethiopia Mobile,Google Play Store,positive,0.999816119670868,1,General Positive
"Good ,easy to use",5,2025-05-16,Commercial Bank of Ethiopia Mobile,Google Play Store,positive,0.9998592138290404,1,Ease of Use
Good app,5,2025-05-15,Commercial Bank of Ethiopia Mobile,Google Play Store,positive,0.9998493194580078,1,General Positive
Good job👍,5,2025-05-14,Commercial Bank of Ethiopia Mobile,Google Play Store,positive,0.9998576641082764,1,General Positive
good,5,2025-05-14,Commercial Bank of Ethiopia Mobile,Google Play Store,positive,0.999816119670868,1,General Positive
nice,5,2025-05-14,Commercial Bank of Ethiopia Mobile,Google Play Store,positive,0.9998552799224854,1,General Positive
"Please kindly ask to update the app and allow us to screenshot, it's convenient and efficient as long as you add security to the access there is no reason to block us from screenshooting our screen.",2,2025-05-14,Commercial Bank of Ethiopia Mobile,Google Play Store,positive,0.993906795978546,1,Security; Updates
I have using the CBE mobile banking app. and overall i appreciate its Feuteres However i.ve Notticed that when i turn on the Developer options on my divice the App.Stop Functioning prorerly It.Would Be Great If You could look into This issue as l often need to access Developer setting for Otter Application ThankYou For Your attention to This Matter,4,2025-05-13,Commercial Bank of Ethiopia Mobile,Google Play Store,negative,0.9474115371704102,-1,User Interface; Features; Developer Options
customer service is bad nothing is good about this bank,1,2025-05-13,Commercial Bank of Ethiopia Mobile,Google Play Store,negative,0.9996613264083862,-1,Customer Service; Features
It is Amazing Mobile Banking App....But why the screenshot of the receipt doesnt work,5,2025-05-13,Commercial Bank of Ethiopia Mobile,Google Play Store,negative,0.992915153503418,-1,General Positive
fast and simple easy to use 👌,5,2025-05-12,Commercial Bank of Ethiopia Mobile,Google Play Store,positive,0.998494267463684,1,Performance; Ease of Use
The fastest transferring app I ever had its so reliable,5,2025-05-11,Commercial Bank of Ethiopia Mobile,Google Play Store,positive,0.9844427704811096,1,Performance; Transactions
"Funds transferred from the same bank do not reflect in the account, even though a confirmation text message was received.",3,2025-05-11,Commercial Bank of Ethiopia Mobile,Google Play Store,negative,0.9986681938171388,-1,Transactions
it's easy and fast,5,2025-05-10,Commercial Bank of Ethiopia Mobile,Google Play Store,positive,0.9995684027671814,1,Performance; Ease of Use
This app don't have self activation only you have to look near cbe branch that's disgusting,1,2025-05-10,Commercial Bank of Ethiopia Mobile,Google Play Store,negative,0.9960438013076782,-1,User Interface
hello dearest CBE office personnel make some benefits for those using interest free accounts thanks for your help,5,2025-05-09,Commercial Bank of Ethiopia Mobile,Google Play Store,positive,0.999572217464447,1,Customer Service
wow best application ever,5,2025-05-09,Commercial Bank of Ethiopia Mobile,Google Play Store,positive,0.9997984766960144,1,General Positive
good,5,2025-05-09,Commercial Bank of Ethiopia Mobile,Google Play Store,positive,0.999816119670868,1,General Positive
"Am sorry but what does developer mode do to the application ? hack it ? are you sure you are developer or are you stupid, doesnt makes sense,",1,2025-05-08,Commercial Bank of Ethiopia Mobile,Google Play Store,negative,0.9997019171714784,-1,Security; Developer Options
Best,4,2025-05-08,Commercial Bank of Ethiopia Mobile,Google Play Store,positive,0.9997941851615906,1,General Positive
the pride of Ethiopian bank 🏦,5,2025-05-08,Commercial Bank of Ethiopia Mobile,Google Play Store,positive,0.999118983745575,1,Other/Uncategorized
why the app telling me to turn of developer options please fix it.,1,2025-05-07,Commercial Bank of Ethiopia Mobile,Google Play Store,negative,0.9990994930267334,-1,Features; Developer Options
good,5,2025-05-07,Commercial Bank of Ethiopia Mobile,Google Play Store,positive,0.999816119670868,1,General Positive
ok,5,2025-05-07,Commercial Bank of Ethiopia Mobile,Google Play Store,positive,0.9997851252555848,1,Other/Uncategorized
i am very happy . i have small prob. after i transfer i cant put the transfer cashe bil to my dic.,5,2025-05-07,Commercial Bank of Ethiopia Mobile,Google Play Store,positive,0.9976927042007446,1,Transactions
ok,5,2025-05-07,Commercial Bank of Ethiopia Mobile,Google Play Store,positive,0.9997851252555848,1,Other/Uncategorized
good,3,2025-05-06,Commercial Bank of Ethiopia Mobile,Google Play Store,positive,0.999816119670868,1,General Positive
amazing apps,5,2025-05-06,Commercial Bank of Ethiopia Mobile,Google Play Store,positive,0.9998716115951538,1,General Positive
All service of Mobile Banking,5,2025-05-06,Commercial Bank of Ethiopia Mobile,Google Play Store,positive,0.8924258947372437,1,Customer Service; Features
needs improvement,1,2025-05-06,Commercial Bank of Ethiopia Mobile,Google Play Store,negative,0.9966731071472168,-1,Other/Uncategorized
