review,rating,date,bank,source,sentiment_label,sentiment_score,numerical_sentiment,identified_themes
"Edit: New bug, app not letting me type in my otp codes. Shameful Why does this app not allow me to use it while having developer options on? Did y'all consider that I might, perhaps, be an actual developer? Why am I expected to toggle the option on and off just to bank (restarting my phone when I do)? Why is the message labled as somthing that will ""smoothen"" the experience? This is like the most ""security consultant"" thing to implement in an app. Please invest in actual security, not this mess.",1,2025-03-12,Bank of Abyssinia Mobile,Google Play Store,negative,0.9985970854759216,-1,App Stability; Login/Authentication; Security; Features; Developer Options; Updates
Improved to be the best,5,2025-03-11,Bank of Abyssinia Mobile,Google Play Store,positive,0.9998570680618286,1,General Positive
BoA,5,2025-03-11,Bank of Abyssinia Mobile,Google Play Store,negative,0.7410515546798706,-1,Other/Uncategorized
"Decent, but there problems sometimes it says error When i transfer money but infact it transferred because of this bug i transferred 2 times instead of 1 and also we can't transfer money to others telebirr acc we only can to our self BOE Dev fix this !!!",3,2025-03-11,Bank of Abyssinia Mobile,Google Play Store,negative,0.99748432636261,-1,App Stability; Transactions
BoA Greqt Ethiopian bank.,5,2025-03-11,Bank of Abyssinia Mobile,Google Play Store,negative,0.8457720875740051,-1,Other/Uncategorized
"The bug is still there,the app crashes every time i try to log in, especially in old phones like my Galaxy A32",1,2025-03-10,Bank of Abyssinia Mobile,Google Play Store,negative,0.9994600415229796,-1,App Stability; Login/Authentication
Almost better compared to cbe where it is not qualified for,4,2025-03-09,Bank of Abyssinia Mobile,Google Play Store,negative,0.9741677045822144,-1,Other/Uncategorized
what awesome apps. it is very simple to use and more much important apps.,5,2025-03-09,Bank of Abyssinia Mobile,Google Play Store,positive,0.9998214840888976,1,Ease of Use
Wonderfull app,5,2025-03-08,Bank of Abyssinia Mobile,Google Play Store,positive,0.9998815059661864,1,General Positive
i can't use this app why?,5,2025-03-07,Bank of Abyssinia Mobile,Google Play Store,negative,0.9993101358413696,-1,Other/Uncategorized
Worst mobile banking app I ever experienced I was blaming other apps but comparing with this they're too much better!!!! It clashes it takes much longer time to login while loading in short it's a complete of trash,1,2025-03-06,Bank of Abyssinia Mobile,Google Play Store,negative,0.9997013211250304,-1,Performance; Login/Authentication
Wow,4,2025-03-05,Bank of Abyssinia Mobile,Google Play Store,positive,0.999592125415802,1,Other/Uncategorized
bro the worst app made by human kind!! as a software engineer it make me so sad seeing enterprise as big as BOA make apps like this. it is a disgrace for our country!!,1,2025-03-05,Bank of Abyssinia Mobile,Google Play Store,negative,0.9998133778572084,-1,General Positive
AGA B Girja Miss language of admin Afaan oromo & other Itoophiyaa languages,1,2025-03-04,Bank of Abyssinia Mobile,Google Play Store,negative,0.9959415793418884,-1,Language Support
Good app,5,2025-03-03,Bank of Abyssinia Mobile,Google Play Store,positive,0.9998493194580078,1,General Positive
"I downloaded the app for the first time while reading other customers reviews and as soon as i installed and opened the app it closes back automatically, what unserious bank, now i uninstalled the app immediately",1,2025-03-03,Bank of Abyssinia Mobile,Google Play Store,negative,0.9916398525238036,-1,Customer Service
It has good features but sometimes it doesn't work...0,1,2025-03-02,Bank of Abyssinia Mobile,Google Play Store,negative,0.9956711530685424,-1,App Stability; Features
Very poor proformance,1,2025-03-01,Bank of Abyssinia Mobile,Google Play Store,negative,0.9998043179512024,-1,General Negative
It's not opening. Really frustrating,1,2025-03-01,Bank of Abyssinia Mobile,Google Play Store,negative,0.9997020363807678,-1,Other/Uncategorized
Verry Amazing App from all IB,5,2025-03-01,Bank of Abyssinia Mobile,Google Play Store,positive,0.9997394680976868,1,General Positive
Not working on this days,1,2025-02-26,Bank of Abyssinia Mobile,Google Play Store,negative,0.9972773194313048,-1,App Stability
Thank you BoA,5,2025-02-23,Bank of Abyssinia Mobile,Google Play Store,positive,0.9998399019241332,1,Other/Uncategorized
best banking app in the wworld,5,2025-02-22,Bank of Abyssinia Mobile,Google Play Store,positive,0.999572217464447,1,General Positive
Nice app and it's easy to use,5,2025-02-21,Bank of Abyssinia Mobile,Google Play Store,positive,0.999751627445221,1,Ease of Use
"please add language in the apps setting(amharic afan oromo, tigniya,and others) sometimes bank to bank transfer is not available through time and even if if it is available not reachable…it is serious issue!",1,2025-02-15,Bank of Abyssinia Mobile,Google Play Store,negative,0.999267876148224,-1,Transactions; Language Support
This is help full i like ittttt,5,2025-02-14,Bank of Abyssinia Mobile,Google Play Store,positive,0.9977995753288268,1,Customer Service
The is not functional at all?,2,2025-02-12,Bank of Abyssinia Mobile,Google Play Store,negative,0.9997331500053406,-1,Features
Best bank,5,2025-02-08,Bank of Abyssinia Mobile,Google Play Store,positive,0.9997438788414,1,General Positive
Make it easy and convienient to use and perfect for all to high prefrence and choice.,3,2025-02-07,Bank of Abyssinia Mobile,Google Play Store,positive,0.9997236132621764,1,Ease of Use
good,5,2025-02-05,Bank of Abyssinia Mobile,Google Play Store,positive,0.999816119670868,1,General Positive
🇪🇹🇪🇹🇪🇹🇪🇹🇪🇹🇪🇹👍👍👍👍👍👍👍,5,2025-02-04,Bank of Abyssinia Mobile,Google Play Store,negative,0.6970559358596802,-1,Other/Uncategorized
I have been using this app for two years.It is amazing.,5,2025-02-01,Bank of Abyssinia Mobile,Google Play Store,positive,0.9998595714569092,1,General Positive
Good 👍,5,2025-01-31,Bank of Abyssinia Mobile,Google Play Store,positive,0.9998576641082764,1,General Positive
Sad experience,1,2025-01-30,Bank of Abyssinia Mobile,Google Play Store,negative,0.999068796634674,-1,Other/Uncategorized
Always do update and that is annoying,3,2025-01-27,Bank of Abyssinia Mobile,Google Play Store,negative,0.9994439482688904,-1,Updates
"Best app, somehow waiting a few minutes",5,2025-01-23,Bank of Abyssinia Mobile,Google Play Store,negative,0.6387030482292175,-1,General Positive
I can't dijitalize my atm in the apollo app on my phone,1,2025-01-22,Bank of Abyssinia Mobile,Google Play Store,negative,0.9946038126945496,-1,Other/Uncategorized
Whenever I try to sign in app close please fixed it out,2,2025-01-21,Bank of Abyssinia Mobile,Google Play Store,negative,0.997660994529724,-1,Login/Authentication
Beter,5,2025-01-21,Bank of Abyssinia Mobile,Google Play Store,positive,0.6771954298019409,1,Other/Uncategorized
Boa,4,2025-01-18,Bank of Abyssinia Mobile,Google Play Store,negative,0.7410515546798706,-1,Other/Uncategorized
በጣም የሚያስጠላ አፕ በጣም የወረደ ዜሮ ነው የምሰጠው ዘሮ It's not App it's very slow ehhhh. Why don't you upgrade the app???? It's always zero,1,2025-01-18,Bank of Abyssinia Mobile,Google Play Store,negative,0.9979276657104492,-1,Performance; Updates
Aadan Axmed Barkhadle,5,2025-01-17,Bank of Abyssinia Mobile,Google Play Store,positive,0.6127508282661438,1,Other/Uncategorized
😡😡😡🤬🤬🤬,1,2025-01-16,Bank of Abyssinia Mobile,Google Play Store,negative,0.6970559358596802,-1,Other/Uncategorized
Horrible customer service and app crashes Horrible!!,1,2025-01-15,Bank of Abyssinia Mobile,Google Play Store,negative,0.9997913241386414,-1,App Stability; Customer Service; Features
I love it,5,2025-01-14,Bank of Abyssinia Mobile,Google Play Store,positive,0.9998799562454224,1,General Positive
Best,5,2025-01-14,Bank of Abyssinia Mobile,Google Play Store,positive,0.9997941851615906,1,General Positive
It keeps asking me to turn off developer mode even when dev mode is off. Couldn't use it.,1,2025-01-13,Bank of Abyssinia Mobile,Google Play Store,negative,0.9985793828964232,-1,Developer Options
Good🙏,5,2025-01-12,Bank of Abyssinia Mobile,Google Play Store,negative,0.6970559358596802,-1,General Positive
Like to much,5,2025-01-11,Bank of Abyssinia Mobile,Google Play Store,positive,0.9997984766960144,1,General Positive
Thank you,5,2025-01-10,Bank of Abyssinia Mobile,Google Play Store,positive,0.9998352527618408,1,Other/Uncategorized
Perfect,5,2025-01-09,Bank of Abyssinia Mobile,Google Play Store,positive,0.9998517036437988,1,Other/Uncategorized
The best of best,5,2025-01-09,Bank of Abyssinia Mobile,Google Play Store,positive,0.9998393058776855,1,General Positive
I was using this app for long time it amazing user friendly UI but the i can't found for get pin button in the app,3,2025-01-07,Bank of Abyssinia Mobile,Google Play Store,negative,0.90166038274765,-1,User Interface; Login/Authentication; Ease of Use
Boa,5,2025-01-06,Bank of Abyssinia Mobile,Google Play Store,negative,0.7410515546798706,-1,Other/Uncategorized
Great 👍,5,2025-01-04,Bank of Abyssinia Mobile,Google Play Store,positive,0.9997692704200744,1,General Positive
Fast and suitable for the customers.,5,2025-01-04,Bank of Abyssinia Mobile,Google Play Store,positive,0.9997920393943788,1,Performance; User Interface; Customer Service
Good 👍,5,2025-01-03,Bank of Abyssinia Mobile,Google Play Store,positive,0.9998576641082764,1,General Positive
Good app and helpful,5,2025-01-03,Bank of Abyssinia Mobile,Google Play Store,positive,0.9998565912246704,1,Customer Service
"I will give only one star, because it faced with multiple of problems. 1. The app is not as fast as the other banks App, for e.g like CBE 2. The App asks repeatedly to switch off developer options, even if it is switched off. 3. Bank of Abyssinia's services are interesting, but they ignored the issues on the App service. 4. Most customers gave a complain on the App, but no one accept their complain to fix the issue. 5. Lastly, I will not recommend the App unless the issue has been solved ASAP!!",1,2025-01-03,Bank of Abyssinia Mobile,Google Play Store,negative,0.9978498220443726,-1,Performance; Customer Service; Features; Developer Options
By assessing this you can tell Abyssinia bank has no idea what mobile banking is ?,1,2025-01-02,Bank of Abyssinia Mobile,Google Play Store,negative,0.9992759823799132,-1,Other/Uncategorized
It doesn't work at all.,2,2025-01-02,Bank of Abyssinia Mobile,Google Play Store,negative,0.9997771382331848,-1,App Stability
this app is not available,1,2025-01-02,Bank of Abyssinia Mobile,Google Play Store,negative,0.9997593760490416,-1,Other/Uncategorized
Best,5,2025-01-01,Bank of Abyssinia Mobile,Google Play Store,positive,0.9997941851615906,1,General Positive
Wow what amazing,5,2024-12-30,Bank of Abyssinia Mobile,Google Play Store,positive,0.9998555183410645,1,General Positive
love it,5,2024-12-30,Bank of Abyssinia Mobile,Google Play Store,positive,0.99987530708313,1,General Positive
በጣም መሻሻል አለበት....... ለ ባንኩ ማይመጥን መተግበርያ ነው ::,2,2024-12-30,Bank of Abyssinia Mobile,Google Play Store,negative,0.9733066558837892,-1,Other/Uncategorized
Lemn embi yilal??,5,2024-12-30,Bank of Abyssinia Mobile,Google Play Store,negative,0.990697145462036,-1,Other/Uncategorized
Good,5,2024-12-30,Bank of Abyssinia Mobile,Google Play Store,positive,0.999816119670868,1,General Positive
It's useless app downgraded.,1,2024-12-29,Bank of Abyssinia Mobile,Google Play Store,negative,0.999807059764862,-1,Other/Uncategorized
Why is not letting me access my account. The whole point of this app is for me to gey access to my account without physically being at the bank. I would give it a zero but a one will suffice to get my point accross.,1,2024-12-27,Bank of Abyssinia Mobile,Google Play Store,negative,0.765232264995575,-1,Customer Service
Nice,5,2024-12-26,Bank of Abyssinia Mobile,Google Play Store,positive,0.9998552799224854,1,General Positive
When are you going to get rid of this and have a real app that works? By far the worst mobile banking app.,1,2024-12-24,Bank of Abyssinia Mobile,Google Play Store,negative,0.9997933506965636,-1,General Negative
አይሰራም ሼም ነው፤,1,2024-12-23,Bank of Abyssinia Mobile,Google Play Store,negative,0.8616324663162231,-1,Other/Uncategorized
Not that much bad,3,2024-12-22,Bank of Abyssinia Mobile,Google Play Store,positive,0.998815894126892,1,General Negative
Fine,5,2024-12-21,Bank of Abyssinia Mobile,Google Play Store,positive,0.9998335838317872,1,Other/Uncategorized
The dirtiest application ever seen...,1,2024-12-20,Bank of Abyssinia Mobile,Google Play Store,negative,0.9954877495765686,-1,Other/Uncategorized
Nic ap,5,2024-12-19,Bank of Abyssinia Mobile,Google Play Store,positive,0.9873362183570862,1,Other/Uncategorized
The forest app ever,1,2024-12-19,Bank of Abyssinia Mobile,Google Play Store,positive,0.9840954542160034,1,Other/Uncategorized
"I love BoA more than anyone but they are cursed when it comed to mobile banking. Even though this ine is hetter it still s*cks! It will ask me to turn off developer options other wise it won't work! I use CBE, Awash birr, tekebirr, Dashen bank and others but non of them asked me this, why only BoA? Please improve your mobile banking, be competitive!",1,2024-12-19,Bank of Abyssinia Mobile,Google Play Store,negative,0.9967040419578552,-1,Features; Developer Options
Bank of abissena,1,2024-12-17,Bank of Abyssinia Mobile,Google Play Store,positive,0.9480117559432985,1,Other/Uncategorized
Good,3,2024-12-16,Bank of Abyssinia Mobile,Google Play Store,positive,0.999816119670868,1,General Positive
"Easy and sooo simple to use it, also its easy to stole someones money using the app",3,2024-12-16,Bank of Abyssinia Mobile,Google Play Store,negative,0.9888866543769836,-1,Ease of Use
GOOD,5,2024-12-15,Bank of Abyssinia Mobile,Google Play Store,positive,0.999816119670868,1,General Positive
The worst banking app ever. Never works!,1,2024-12-14,Bank of Abyssinia Mobile,Google Play Store,negative,0.999800741672516,-1,General Negative
Poorly functioning app,3,2024-12-13,Bank of Abyssinia Mobile,Google Play Store,negative,0.999775230884552,-1,Features
Very nice,5,2024-12-13,Bank of Abyssinia Mobile,Google Play Store,positive,0.9998563528060912,1,General Positive
Your system is the worst you should do better😡😡😡😡😡😡,2,2024-12-11,Bank of Abyssinia Mobile,Google Play Store,negative,0.999800741672516,-1,General Negative
It has been a while since you guys started giving the mobile app service but still couldn't get it to work. I'm sure you know that it doesn't work already but not sure if you're lazy or incompetent to fix it. You are losing business because of this. Complacency will have consequences.,1,2024-12-10,Bank of Abyssinia Mobile,Google Play Store,negative,0.9997615218162536,-1,App Stability; Customer Service; Features
"This is the best app; many features are awesome, but it should work without the need to turn off the developer options. I'm tired of having to constantly switch the developer options off and on. I've been expressing my struggles about this. I have precious settings enabled in the developer options, and to open the App Boa app, I have to turn them off. Please help us, Abyssinia Bank. I hope you can provide an update soon.",4,2024-12-08,Bank of Abyssinia Mobile,Google Play Store,positive,0.9543285369873048,1,Customer Service; Features; Developer Options; Updates
"I’m giving this app one star because there are no options below that. My experience has been incredibly frustrating due to the extremely long loading times, and the app even closes automatically at times. People choose mobile banking for its convenience, but this app is far too time-consuming, making it the worst I’ve used. I hope improvements are made to enhance the user experience.",1,2024-12-07,Bank of Abyssinia Mobile,Google Play Store,negative,0.9997000694274902,-1,Performance; Customer Service; Features
Nice,5,2024-12-07,Bank of Abyssinia Mobile,Google Play Store,positive,0.9998552799224854,1,General Positive
Very unprofessional and mischievous bank in my opinion. I have had several occasions but recently I used Abyssinia Card to withdraw money and it was deducted from my account but despite reporting several times they said they are processing it but I learned yesterday that since it has been 3 months the bank has decided to include it in their income. How absurd. If you can avoid this bank.,1,2024-12-06,Bank of Abyssinia Mobile,Google Play Store,negative,0.9941067695617676,-1,Login/Authentication; Transactions
It doesn't work on my 2 devices A05 and A34 😡,1,2024-12-02,Bank of Abyssinia Mobile,Google Play Store,negative,0.9996792078018188,-1,App Stability
It's better to say I don't use boa rather than pulling your phone out and opening this app,1,2024-12-01,Bank of Abyssinia Mobile,Google Play Store,negative,0.9981752634048462,-1,Other/Uncategorized
My attention is very important because it will be the most difficult time for me,5,2024-11-30,Bank of Abyssinia Mobile,Google Play Store,positive,0.992617666721344,1,Ease of Use
"I have a worst experience while using this mobile application through out the year. Most of the time it fails to ""Login"" or automatically closed the app. And also it takes so much loading time (5 minutes +) trying to access the internal services. Sometimes also while transferring within and to other bank also fails. So, BOA please fix your app.",1,2024-11-29,Bank of Abyssinia Mobile,Google Play Store,negative,0.999800145626068,-1,App Stability; Performance; Login/Authentication; Transactions; Customer Service; Features
I don't know why but your apps start out great then all of a sudden don't work🤷‍♀️,1,2024-11-28,Bank of Abyssinia Mobile,Google Play Store,positive,0.8064279556274414,1,General Positive
This application is losing major factions on a daily basis. I can count how many times I have used this app; it is completely useless and disappointing if I am not going to use it in times of need then I don't see the point.,1,2024-11-28,Bank of Abyssinia Mobile,Google Play Store,negative,0.99979966878891,-1,Other/Uncategorized
exellent digital transaction of money,5,2024-11-27,Bank of Abyssinia Mobile,Google Play Store,negative,0.9944480657577516,-1,Transactions
The latest update has stopped android 9 phones not to open this App. Never work properly since i started using it.,1,2024-11-26,Bank of Abyssinia Mobile,Google Play Store,negative,0.999749720096588,-1,Updates
Best,5,2024-11-25,Bank of Abyssinia Mobile,Google Play Store,positive,0.9997941851615906,1,General Positive
Great,5,2024-11-25,Bank of Abyssinia Mobile,Google Play Store,positive,0.9998630285263062,1,General Positive
