review,rating,date,bank,source,sentiment_label,sentiment_score,numerical_sentiment,identified_themes
"Game changer app! Dashen Bank Super App is fast, secure, and easy to use. The three-click payment makes sending money super quick, and the QR code payment is perfect for cashless shopping. I also love the biometric login and easy airtime and bill payments. Everything I need is in one place. Dashen Bank has really raised the bar for digital banking in Ethiopia. Highly recommended!",5,2025-05-26,Dashen Bank Mobile,Google Play Store,positive,0.999617338180542,1,Performance; User Interface; Login/Authentication; Transactions; Security; Ease of Use
very useful App,1,2025-05-26,Dashen Bank Mobile,Google Play Store,positive,0.9995785355567932,1,Other/Uncategorized
"Simple, robust features? Yes, please! But the endless loading screen killed the fun—I couldn’t use it for days. Fix the glitch, and I’ll yeet a higher rating!",2,2025-05-26,Dashen Bank Mobile,Google Play Store,negative,0.8351476788520813,-1,Performance; Features; Ease of Use
Wawww,5,2025-05-24,Dashen Bank Mobile,Google Play Store,negative,0.9418039321899414,-1,Other/Uncategorized
it is good but some times says duplicate transaction why?,5,2025-05-24,Dashen Bank Mobile,Google Play Store,negative,0.9836629629135132,-1,Transactions
very Nice,5,2025-05-23,Dashen Bank Mobile,Google Play Store,positive,0.9998563528060912,1,General Positive
its best,5,2025-05-23,Dashen Bank Mobile,Google Play Store,positive,0.9998121857643129,1,General Positive
it is not as good as to the other mobile bank app.,1,2025-05-22,Dashen Bank Mobile,Google Play Store,negative,0.999786913394928,-1,General Positive
"The best of best is now arrived **Empowering Your Financial Freedom** ""Experience seamless banking at your fingertips with Dashen Bank. Empowering your financial freedom, anytime, anywhere!"" **Innovation Meets Convenience** ""Dashen Bank Mobile Banking: Where innovation meets convenience. **Secure and Reliable** ""Bank with confidence",5,2025-05-22,Dashen Bank Mobile,Google Play Store,positive,0.9996517896652222,1,Security
wow,5,2025-05-20,Dashen Bank Mobile,Google Play Store,positive,0.999592125415802,1,Other/Uncategorized
Nothing is changed in the updated version. You have been collecting comments but where is the feed back you improved in this version. superapp is mot functioning today.,4,2025-05-20,Dashen Bank Mobile,Google Play Store,negative,0.9939862489700316,-1,Features; Updates
good,5,2025-05-20,Dashen Bank Mobile,Google Play Store,positive,0.999816119670868,1,General Positive
its best,5,2025-05-19,Dashen Bank Mobile,Google Play Store,positive,0.9998121857643129,1,General Positive
The best app ever in finance sector,5,2025-05-18,Dashen Bank Mobile,Google Play Store,positive,0.9998089671134948,1,General Positive
Its good app than other compitators but it confuse when we transfer it needs OTP and PIN most user inter their pin instead of OTP we know the litrecy level of our society so if it is device based i dont know the needs of OTP so please try to fix,3,2025-05-18,Dashen Bank Mobile,Google Play Store,negative,0.9983357787132264,-1,Login/Authentication; Transactions
dashen bank or dashen super app?,1,2025-05-17,Dashen Bank Mobile,Google Play Store,negative,0.9937525391578674,-1,Other/Uncategorized
wowwwe app,5,2025-05-17,Dashen Bank Mobile,Google Play Store,positive,0.9829692244529724,1,Other/Uncategorized
"Transferring to other bank accounts is a hastle and inconvenient .Get used to seeing "" please try again """,2,2025-05-17,Dashen Bank Mobile,Google Play Store,negative,0.9994332194328308,-1,Transactions
good,5,2025-05-16,Dashen Bank Mobile,Google Play Store,positive,0.999816119670868,1,General Positive
always lagging,1,2025-05-16,Dashen Bank Mobile,Google Play Store,negative,0.9998013377189636,-1,Performance
Amazing Application...,5,2025-05-16,Dashen Bank Mobile,Google Play Store,positive,0.9998786449432372,1,General Positive
Fantastic,5,2025-05-16,Dashen Bank Mobile,Google Play Store,positive,0.9998743534088136,1,Other/Uncategorized
"Dashen bank app is very good, but sometimes it is not working well",5,2025-05-15,Dashen Bank Mobile,Google Play Store,negative,0.9976341724395752,-1,App Stability
its my choice,5,2025-05-15,Dashen Bank Mobile,Google Play Store,positive,0.9962010979652404,1,Other/Uncategorized
wow apo,5,2025-05-15,Dashen Bank Mobile,Google Play Store,positive,0.99947851896286,1,Other/Uncategorized
awesome app keep going,5,2025-05-14,Dashen Bank Mobile,Google Play Store,positive,0.9998502731323242,1,Other/Uncategorized
wow,5,2025-05-14,Dashen Bank Mobile,Google Play Store,positive,0.999592125415802,1,Other/Uncategorized
👍,5,2025-05-14,Dashen Bank Mobile,Google Play Store,negative,0.6970559358596802,-1,Other/Uncategorized
"It grows ethiopian digital banking step ahead.All fetures in one,simple fast and convince.",5,2025-05-14,Dashen Bank Mobile,Google Play Store,positive,0.9992207288742064,1,Performance; Ease of Use
Game changer,5,2025-05-13,Dashen Bank Mobile,Google Play Store,positive,0.988757073879242,1,Other/Uncategorized
Totally amazing,5,2025-05-13,Dashen Bank Mobile,Google Play Store,positive,0.9998782873153688,1,General Positive
super 😎,5,2025-05-13,Dashen Bank Mobile,Google Play Store,positive,0.9331684708595276,1,Other/Uncategorized
what a helpful app!!!!,5,2025-05-13,Dashen Bank Mobile,Google Play Store,positive,0.9990901947021484,1,Customer Service
Good,4,2025-05-13,Dashen Bank Mobile,Google Play Store,positive,0.999816119670868,1,General Positive
nice,5,2025-05-13,Dashen Bank Mobile,Google Play Store,positive,0.9998552799224854,1,General Positive
wow,5,2025-05-13,Dashen Bank Mobile,Google Play Store,positive,0.999592125415802,1,Other/Uncategorized
"To be honest, best banking and lifestyle app in Ethiopia.",5,2025-05-12,Dashen Bank Mobile,Google Play Store,positive,0.9997262358665466,1,General Positive
fast,5,2025-05-12,Dashen Bank Mobile,Google Play Store,positive,0.9989494681358336,1,Performance
"A must have, seamless, all in one digital platform ""DB Superapp""! Keep living your motto ""Always one step ahead""",5,2025-05-12,Dashen Bank Mobile,Google Play Store,positive,0.9966461062431335,1,Other/Uncategorized
"This App makes digital banking effortless and convenient. User-friendly interface, secure transactions, and excellent features for managing finances efficiently.",4,2025-05-10,Dashen Bank Mobile,Google Play Store,positive,0.9991555213928224,1,User Interface; Transactions; Security; Features
good,5,2025-05-09,Dashen Bank Mobile,Google Play Store,positive,0.999816119670868,1,General Positive
Amazing app super easy to use and best design. loved it.,5,2025-05-09,Dashen Bank Mobile,Google Play Store,positive,0.9998630285263062,1,User Interface; Ease of Use
its the best ever,5,2025-05-09,Dashen Bank Mobile,Google Play Store,positive,0.9998552799224854,1,General Positive
nice,5,2025-05-08,Dashen Bank Mobile,Google Play Store,positive,0.9998552799224854,1,General Positive
excellent game changer App,5,2025-05-08,Dashen Bank Mobile,Google Play Store,positive,0.9998358488082886,1,General Positive
I am highly excited by using this application and it is the most favorable as well as preferrable mobile app.,5,2025-05-03,Dashen Bank Mobile,Google Play Store,positive,0.9995176792144777,1,Other/Uncategorized
it seems me logging out within minutes,1,2025-05-03,Dashen Bank Mobile,Google Play Store,negative,0.9982207417488098,-1,Other/Uncategorized
nice app especially GUI and I have got some error when you send within dashen bank the receipter is not get SMS notification,4,2025-05-03,Dashen Bank Mobile,Google Play Store,negative,0.985798954963684,-1,App Stability; User Interface
yes i want dashen super open,5,2025-05-02,Dashen Bank Mobile,Google Play Store,positive,0.999435007572174,1,Other/Uncategorized
Best App,5,2025-05-02,Dashen Bank Mobile,Google Play Store,positive,0.999686598777771,1,General Positive
faster than this version,5,2025-05-01,Dashen Bank Mobile,Google Play Store,positive,0.9991979002952576,1,Performance; Updates
"Best UI mobile banking app, props to design team",5,2025-04-30,Dashen Bank Mobile,Google Play Store,positive,0.9991565942764282,1,User Interface
thank you,4,2025-04-30,Dashen Bank Mobile,Google Play Store,positive,0.9998352527618408,1,Other/Uncategorized
great app,5,2025-04-30,Dashen Bank Mobile,Google Play Store,positive,0.999821126461029,1,General Positive
bad.,1,2025-04-30,Dashen Bank Mobile,Google Play Store,negative,0.9997698664665222,-1,General Negative
Dashen bank always one step ahead,5,2025-04-30,Dashen Bank Mobile,Google Play Store,positive,0.9996015429496764,1,Other/Uncategorized
dashen super app is secure band very easy,5,2025-04-29,Dashen Bank Mobile,Google Play Store,positive,0.9899651408195496,1,Security; Ease of Use
It is very fast and secured mobile banking app! I like this app!,5,2025-04-29,Dashen Bank Mobile,Google Play Store,positive,0.9995939135551452,1,Performance; Security
best app I have ever seen,5,2025-04-29,Dashen Bank Mobile,Google Play Store,positive,0.9996102452278136,1,General Positive
best of best,5,2025-04-29,Dashen Bank Mobile,Google Play Store,positive,0.9997496008872986,1,General Positive
waw,5,2025-04-28,Dashen Bank Mobile,Google Play Store,negative,0.7346182465553284,-1,Other/Uncategorized
best app,5,2025-04-28,Dashen Bank Mobile,Google Play Store,positive,0.999686598777771,1,General Positive
Its slow when i try to see the Recent Transaction and stucked,1,2025-04-28,Dashen Bank Mobile,Google Play Store,negative,0.9992387294769288,-1,Performance; Transactions
wowslnwoooo wowwww amazing !!!!!!!!,5,2025-04-28,Dashen Bank Mobile,Google Play Store,positive,0.999722182750702,1,General Positive
wow appl,5,2025-04-28,Dashen Bank Mobile,Google Play Store,positive,0.9994691014289856,1,Other/Uncategorized
why do i have to change a pin number i use my finger print so dummy,1,2025-04-27,Dashen Bank Mobile,Google Play Store,negative,0.9994646906852722,-1,Login/Authentication
very nice,5,2025-04-26,Dashen Bank Mobile,Google Play Store,positive,0.9998563528060912,1,General Positive
great,4,2025-04-26,Dashen Bank Mobile,Google Play Store,positive,0.9998630285263062,1,General Positive
"It is very slow and it lacks many features to be a super app. High rating is given by their employees, not by the customers.",1,2025-04-25,Dashen Bank Mobile,Google Play Store,negative,0.9997708201408386,-1,Performance; Customer Service; Features
"Smooth and secure experience transfers, bill payments, and tracking expenses are all effortless. The intuitive design makes banking on the go.",5,2025-04-24,Dashen Bank Mobile,Google Play Store,positive,0.9996446371078492,1,User Interface; Transactions; Security; Ease of Use
Very easy and Fast.,5,2025-04-24,Dashen Bank Mobile,Google Play Store,positive,0.9995487332344056,1,Performance; Ease of Use
Incomparably user-friendly and fast app for mobile banking.,5,2025-04-24,Dashen Bank Mobile,Google Play Store,negative,0.9392747282981871,-1,Performance
"there is nothing super about this app, repeatedly failed transaction and wastes customer valuable time. if you have to do system upgrade do it at a time when there is less traffic demand. your Technical difficulty should not be reflected on customer.",2,2025-04-24,Dashen Bank Mobile,Google Play Store,negative,0.9993688464164734,-1,App Stability; Transactions; Customer Service; Ease of Use; Updates
execellent,5,2025-04-24,Dashen Bank Mobile,Google Play Store,negative,0.9866806864738464,-1,Other/Uncategorized
"This super app is a total game-changer—fast, reliable, and packed with everything I need in one place. It’s seamless and super convenient. Love it!""",5,2025-04-23,Dashen Bank Mobile,Google Play Store,positive,0.9998038411140442,1,Performance
All in One ✍️secure ✍️reliable ✍️convenient. Digital banking game changer!!,5,2025-04-23,Dashen Bank Mobile,Google Play Store,negative,0.7598551511764526,-1,Security
it is incredible product.,5,2025-04-23,Dashen Bank Mobile,Google Play Store,positive,0.9998867511749268,1,Other/Uncategorized
"I'm really impressed with this app! It’s user-friendly, runs smoothly, and has all the features I need. Makes my tasks so much easier and saves me a lot of time. Highly recommended!",5,2025-04-23,Dashen Bank Mobile,Google Play Store,positive,0.9997783303260804,1,Features
best app,5,2025-04-23,Dashen Bank Mobile,Google Play Store,positive,0.999686598777771,1,General Positive
ok,5,2025-04-23,Dashen Bank Mobile,Google Play Store,positive,0.9997851252555848,1,Other/Uncategorized
"It's an amazing app, experience it!!",5,2025-04-23,Dashen Bank Mobile,Google Play Store,positive,0.9998760223388672,1,General Positive
This is the best banking app ever. I recommend everyone to use it.,5,2025-04-23,Dashen Bank Mobile,Google Play Store,positive,0.9997599720954896,1,General Positive
It is the best application!!!,5,2025-04-22,Dashen Bank Mobile,Google Play Store,positive,0.9998468160629272,1,General Positive
"Exceptional digital experience, SupperApp will bring new paradigm shift in the banking business. Bravo Dashen keep it up!!!!",5,2025-04-22,Dashen Bank Mobile,Google Play Store,positive,0.9998323917388916,1,Updates
its features are so dynamic,5,2025-04-22,Dashen Bank Mobile,Google Play Store,positive,0.999643087387085,1,Features
fast &Friendly user Application.,5,2025-04-22,Dashen Bank Mobile,Google Play Store,positive,0.9993237257003784,1,Performance
"Fast, Reliable and User Friendly. Keep it Up",5,2025-04-22,Dashen Bank Mobile,Google Play Store,positive,0.9997664093971252,1,Performance; Ease of Use
"#dashen super app is easy to use, secure & fast transaction😍",5,2025-04-22,Dashen Bank Mobile,Google Play Store,positive,0.9874821901321412,1,Performance; Transactions; Security; Ease of Use
i love this app esp 3 click that make e-commerce easier and convinient.,5,2025-04-22,Dashen Bank Mobile,Google Play Store,positive,0.9995126724243164,1,General Positive
Dashen Super App contains extended selections for customers and can be easily accessible and also friendly to use.,5,2025-04-22,Dashen Bank Mobile,Google Play Store,positive,0.9990369081497192,1,Customer Service
Great for everyday banking and payments on the go,5,2025-04-22,Dashen Bank Mobile,Google Play Store,positive,0.9998255372047424,1,Transactions
"""Dashen Super App'' is impressive with its focus on simplicity, speed, and quality. The user interface is clean and easy to understand. Transactions process quickly, and the overall quality of the app is top-notch. A must-have for Dashen Bank customers. ዳሸን ባንክ አንድ እርምጃ ቀዳሚ።",5,2025-04-22,Dashen Bank Mobile,Google Play Store,positive,0.9997794032096864,1,Performance; User Interface; Transactions; Customer Service; Ease of Use
making transactions has never been easier. the new update is just amazing,5,2025-04-22,Dashen Bank Mobile,Google Play Store,positive,0.9998310804367064,1,Transactions; Updates
"The app has various usefull functions, which make easy the payment system. Also, it will connect with sellers having reasonable prices.",5,2025-04-22,Dashen Bank Mobile,Google Play Store,positive,0.9850904941558838,1,Transactions; Features; Ease of Use
The app has great user interface with comprehensive payments and E-commerce platforms. And also it includes unique features such as chat Banking and budget.,5,2025-04-22,Dashen Bank Mobile,Google Play Store,positive,0.999284565448761,1,User Interface; Transactions; Features
betam mirt Ena betam le atikakem kelel Yale Ena michu application nw,5,2025-04-22,Dashen Bank Mobile,Google Play Store,negative,0.9886249303817748,-1,Other/Uncategorized
Convenient!,5,2025-04-22,Dashen Bank Mobile,Google Play Store,positive,0.9936902523040771,1,Other/Uncategorized
It is an amazing application that meets the needs of customers.,5,2025-04-22,Dashen Bank Mobile,Google Play Store,positive,0.999864935874939,1,Customer Service
Effecting payment via the app has created convenience to the recipients in easily confirming the payments received!,5,2025-04-22,Dashen Bank Mobile,Google Play Store,positive,0.9731149673461914,1,Transactions
the best Supper App ever,5,2025-04-22,Dashen Bank Mobile,Google Play Store,positive,0.999849796295166,1,General Positive
"This is the best app ever, when is it planned to include digital lending and gasification?",5,2025-04-22,Dashen Bank Mobile,Google Play Store,positive,0.9990382194519044,1,General Positive
"A powerful, local solution that rivals any global app. I love how easy it is to explore services and products.",5,2025-04-22,Dashen Bank Mobile,Google Play Store,positive,0.999815046787262,1,Customer Service; Features; Ease of Use; Language Support
Dashen bank is my number one choice,5,2025-04-22,Dashen Bank Mobile,Google Play Store,positive,0.9996331930160522,1,Other/Uncategorized
Assefa Genetu = Dashen superup is the latest and inclussive .I am happy with this super up.,5,2025-04-22,Dashen Bank Mobile,Google Play Store,positive,0.9994714856147766,1,Updates
"The App is incredibly user-friendly and brings multiple services into one place. It's fast, intuitive, and makes daily tasks super convenient. A true all-in-one solution!",5,2025-04-21,Dashen Bank Mobile,Google Play Store,positive,0.9991614818572998,1,Performance; User Interface; Customer Service; Features; Ease of Use
"Proudly made in Ethiopia, this innovation delivers more than promised. The marketplace is a major boost for local commerce",5,2025-04-21,Dashen Bank Mobile,Google Play Store,positive,0.9998248219490052,1,Language Support
it so fanrastic and user friendly app. Bravo Dashen bank thanks.,5,2025-04-21,Dashen Bank Mobile,Google Play Store,positive,0.9990429282188416,1,Ease of Use
"one of the best digital platforms I've used! from smooth transactions to a seamless shopping experience, highly recommended.",5,2025-04-21,Dashen Bank Mobile,Google Play Store,positive,0.9997945427894592,1,Login/Authentication; Transactions
A proudly Ethiopia innovation that delivers beyond expectations. The marketplace feature is a big win for local shoppers bnd sellers,5,2025-04-21,Dashen Bank Mobile,Google Play Store,positive,0.9997891783714294,1,Features; Language Support
"Dashen Super App is a game-changer! It’s fast, user-friendly, and packed with features that make everyday banking and transactions super convenient. I love how everything I need from mobile banking to utility payments is all in one place. The interface is clean, and everything works smoothly. Definitely one of the best apps out there. Highly recommended!",5,2025-04-21,Dashen Bank Mobile,Google Play Store,positive,0.9998010993003844,1,Performance; User Interface; Transactions; Features
Easy to use and has many options. It is the best financial app I have ever used.,5,2025-04-21,Dashen Bank Mobile,Google Play Store,positive,0.9997546076774596,1,Features; Ease of Use
"Highly impressed! Dash Bank really nailed it with this app. Secure, reliable, and packed with features I use daily",5,2025-04-21,Dashen Bank Mobile,Google Play Store,positive,0.9998537302017212,1,Security; Features
"One of the best digital platforms I’ve used! From smooth transactions to a seamless shopping experience, Highly recommended",5,2025-04-21,Dashen Bank Mobile,Google Play Store,positive,0.9997860789299012,1,Login/Authentication; Transactions
"This app has everything I was looking for, dashen is becoming a grandmaster.",5,2025-04-21,Dashen Bank Mobile,Google Play Store,positive,0.9995651841163636,1,User Interface
Very convenient,5,2025-04-21,Dashen Bank Mobile,Google Play Store,positive,0.9988445043563844,1,Other/Uncategorized
"The user experience is seamless, and everything just works perfectly right out of the box. I can’t believe how much time and effort it saves me every day.",5,2025-04-21,Dashen Bank Mobile,Google Play Store,positive,0.9997797608375548,1,Other/Uncategorized
wawwwww what nice super app !!keep it up dashen bank !!,5,2025-04-21,Dashen Bank Mobile,Google Play Store,positive,0.9991359114646912,1,General Positive
"Dashen SuperApp the ultimate all-in-one solution! From banking and shopping to bill payments, everything you need is right at your fingertips. Life just got a whole lot easier!",5,2025-04-21,Dashen Bank Mobile,Google Play Store,positive,0.9991750121116638,1,Login/Authentication; Transactions
"It is,really super because of its unique offerings to individuals and businesses.It is a secure UX first app intended to cater comprehensive digital meeds.I am also happy to know that Dashen is considering to make the app more inclusive by lowering the mobile version requirements .",5,2025-04-21,Dashen Bank Mobile,Google Play Store,positive,0.9995538592338562,1,User Interface; Security; Updates
"the very easy, secured, fast and multifunctional dashen supper application I ever seen. dashen really one steps ahead!!!",5,2025-04-21,Dashen Bank Mobile,Google Play Store,positive,0.99827241897583,1,Performance; Security; Features; Ease of Use
"One app for everything! I can shop, manage my bank account , and do so much more . Truly a super app",5,2025-04-21,Dashen Bank Mobile,Google Play Store,positive,0.9994187355041504,1,Other/Uncategorized
one of the best digital platforms I’ve used! From smooth transactions to a seamless shopping experie,5,2025-04-21,Dashen Bank Mobile,Google Play Store,positive,0.9995588660240172,1,Login/Authentication; Transactions
"Dashen Bank super App is the most suitable, reliable, and fast digital banking system.",5,2025-04-21,Dashen Bank Mobile,Google Play Store,positive,0.9992392063140868,1,Performance; User Interface
Excellent app.,5,2025-04-21,Dashen Bank Mobile,Google Play Store,positive,0.99984610080719,1,General Positive
This is what we call banking app. As professional I want banking app as simple as this and an app rich of features that align with my lifestyle.,5,2025-04-21,Dashen Bank Mobile,Google Play Store,positive,0.9991500377655028,1,Customer Service; Features; Ease of Use
thanks again,5,2025-04-21,Dashen Bank Mobile,Google Play Store,positive,0.9998217225074768,1,Other/Uncategorized
Super Easy To Use and Fast Transaction.,5,2025-04-21,Dashen Bank Mobile,Google Play Store,positive,0.996877908706665,1,Performance; Transactions; Ease of Use
"I have an incredible experience with Dashen super app, what an amazing platform is it?. keep pioneering in technological advancement 👏👏👏",5,2025-04-21,Dashen Bank Mobile,Google Play Store,positive,0.999527096748352,1,General Positive
"i can't recommend the Dashen Super App enough! This app is truly a game changer for anyone looking for a seamless and efficient way to manage their daily life. It combines multiple essential services into one easy-to-use platform, saving time and simplifying tasks The user interface is modern, intuitive, and super responsive, making navigation a breeze. Whether it's banking, payment services, or accessing lifestyle features, everything is just a few clicks away!!",5,2025-04-21,Dashen Bank Mobile,Google Play Store,positive,0.9953939914703368,1,User Interface; Transactions; Customer Service; Features; Ease of Use
"The app is incredibly handy for managing multiple financial tasks, from bill payments to managing budgets. It’s saved me a lot of time and made banking way more convenient. Definitely worth checking out!",5,2025-04-21,Dashen Bank Mobile,Google Play Store,positive,0.9982413053512572,1,Transactions
what an App,5,2025-04-21,Dashen Bank Mobile,Google Play Store,positive,0.9938238859176636,1,Other/Uncategorized
The new e-commerce feature is incredibly amazing and user friendly.,5,2025-04-21,Dashen Bank Mobile,Google Play Store,positive,0.9998598098754884,1,Features; Ease of Use; Updates
"dashen bank supper app is the most easy to use and have high speed,quality and I like features like chat,budget,fuel payment, and security for my opinion this product is techonolgy edge,this international standard thanks for product oweners (dashen bank)",3,2025-04-21,Dashen Bank Mobile,Google Play Store,positive,0.9974797368049622,1,Performance; Login/Authentication; Transactions; Security; Features; Ease of Use
"The Dashen supperapp is a revolutionary advancement in digital banking, combining exceptional usability, an intuitive interface and a seamless user experience. among its standout features are the integration of QR codes, account statement, transaction advise, chat, transaction authentication for limit thresholds, budgeting and different app in a single dashboard. Truly ahead of the curve ..... keep up the excellent work 🤝👏",5,2025-04-21,Dashen Bank Mobile,Google Play Store,positive,0.9997472167015076,1,User Interface; Login/Authentication; Transactions; Features; Ease of Use
"A proudly Ethiopian innovation that delivers beyond expectations. The marketplace feature is a big win for local shoppers and sellers. Very impressed with the new updates, The e-commerce section is smooth and supports Ethiopian merchants!",5,2025-04-21,Dashen Bank Mobile,Google Play Store,positive,0.9998795986175536,1,Customer Service; Features; Language Support; Updates
"Very impressed with the new updates, The e-commerce section is smooth and supports Ethiopian merchants.",5,2025-04-21,Dashen Bank Mobile,Google Play Store,positive,0.9998557567596436,1,Customer Service; Updates
"Dashen Bank Super App is fast, reliable, and super easy to use. All my banking needs are handled smoothly in one place. Clean design and seamless experience – highly recommended!",5,2025-04-21,Dashen Bank Mobile,Google Play Store,positive,0.9997962117195128,1,Performance; User Interface; Ease of Use
"Db sup app is A platform or an application that can grasp more satisfactions through fastest mode of operation which means for budget planning, to use QR code(scan, pay, go) chat with staff, acc to acc other bank ft, merchant payment, and easly. I addition to i satisfied and i invite everyone to use those platform!!.",5,2025-04-21,Dashen Bank Mobile,Google Play Store,positive,0.8947910666465759,1,Performance; Transactions
the chat banking and unique and only app that alow money request!!,5,2025-04-21,Dashen Bank Mobile,Google Play Store,negative,0.9822685718536376,-1,Other/Uncategorized
Better and inclusive app!,5,2025-04-21,Dashen Bank Mobile,Google Play Store,positive,0.999285876750946,1,Other/Uncategorized
Amazing Application,5,2025-04-21,Dashen Bank Mobile,Google Play Store,positive,0.9998698234558104,1,General Positive
It keep my time to pay my bills and I generate my satment easily,5,2025-04-21,Dashen Bank Mobile,Google Play Store,positive,0.996675968170166,1,Other/Uncategorized
"It's an amazing app that is up-to-date with the times, wow wow",5,2025-04-21,Dashen Bank Mobile,Google Play Store,positive,0.999868392944336,1,General Positive
A game-changing Ethiopian innovation—where shopping meets opportunity. The marketplace feature connects buyers and sellers like never before.,5,2025-04-21,Dashen Bank Mobile,Google Play Store,positive,0.9993858337402344,1,Login/Authentication; Features
"Dashen Super App isn’t just an app — it’s an experience. Effortless, powerful, and built for the future",5,2025-04-21,Dashen Bank Mobile,Google Play Store,positive,0.9997283816337584,1,User Interface
"This Is An Amazing App with Uniqe Quality,Easy And Fast Mobile Banking App.",5,2025-04-21,Dashen Bank Mobile,Google Play Store,positive,0.9997382760047911,1,Performance; Ease of Use
"Dashen SuperApp is a lifesaver! Banking, shopping, and bills in one super easy app. The new e-commerce feature is awesome and supports local merchants. Fast, secure, and proudly Ethiopian.Download it now—you won’t regret it!",5,2025-04-21,Dashen Bank Mobile,Google Play Store,positive,0.9996484518051147,1,Performance; Login/Authentication; Customer Service; Security; Features; Ease of Use; Language Support; Updates
"Dashen SuperApp blends finance, shopping, and daily services effortlessly. The new e-commerce feature is smooth and supports local merchants—proud to back an Ethiopian-made solution!",5,2025-04-21,Dashen Bank Mobile,Google Play Store,positive,0.9998247027397156,1,Login/Authentication; Customer Service; Features; Language Support; Updates
